2025-01-23 19:02:01,681 - INFO - Model hyperparameters: 
2025-01-23 19:02:01,683 - INFO - | Parameter       | Value           |
|-----------------|-----------------|
| d_model         | 128            |
| n_heads         | 8              |
| d_f             | 256            |
| num_layers      | 3              |
| d_input         | 32             |
| num_classes     | 3              |
| dropout         | 0.1            |
| learning_rate   | 1e-05          |


2025-01-23 19:02:01,683 - INFO - Starting training...
2025-01-23 19:02:17,112 - INFO - Epoch 1: val_loss=0.4258, val_acc=96.88%
2025-01-23 19:02:31,149 - INFO - Epoch 1: val_loss=0.4161, val_acc=96.88%
2025-01-23 19:02:31,464 - INFO - ####################Training epoch 0####################
2025-01-23 19:02:45,582 - INFO - Epoch 1: train_loss=0.4314
2025-01-23 19:03:18,688 - INFO - Epoch 1: train_loss=0.4005
2025-01-23 19:03:52,213 - INFO - Epoch 1: train_loss=0.4277
2025-01-23 19:04:23,878 - INFO - Epoch 1: train_loss=0.3848
2025-01-23 19:04:59,325 - INFO - Epoch 1: train_loss=0.3628
2025-01-23 19:05:34,672 - INFO - Epoch 1: train_loss=0.3371
2025-01-23 19:06:08,401 - INFO - Epoch 1: train_loss=0.3470
2025-01-23 19:06:39,987 - INFO - Epoch 1: train_loss=0.3100
2025-01-23 19:07:12,828 - INFO - Epoch 1: train_loss=0.2735
2025-01-23 19:07:44,287 - INFO - Epoch 1: train_loss=0.2526
2025-01-23 19:08:16,705 - INFO - Epoch 1: train_loss=0.2363
2025-01-23 19:08:48,979 - INFO - Epoch 1: train_loss=0.2231
2025-01-23 19:09:21,388 - INFO - Epoch 1: train_loss=0.2894
2025-01-23 19:09:55,239 - INFO - Epoch 1: train_loss=0.2494
2025-01-23 19:10:27,792 - INFO - Epoch 1: train_loss=0.1927
2025-01-23 19:10:58,894 - INFO - Epoch 1: train_loss=0.2754
2025-01-23 19:11:29,238 - INFO - Epoch 1: train_loss=0.2257
2025-01-23 19:12:01,307 - INFO - Epoch 1: train_loss=0.1894
2025-01-23 19:12:37,146 - INFO - Epoch 1: train_loss=0.1534
2025-01-23 19:13:13,192 - INFO - Epoch 1: train_loss=0.2165
2025-01-23 19:13:48,082 - INFO - Epoch 1: train_loss=0.2131
2025-01-23 19:14:20,130 - INFO - Epoch 1: train_loss=0.1206
2025-01-23 19:14:52,364 - INFO - Epoch 1: train_loss=0.1227
2025-01-23 19:15:25,770 - INFO - Epoch 1: train_loss=0.1273
2025-01-23 19:15:57,998 - INFO - Epoch 1: train_loss=0.1487
2025-01-23 19:16:29,386 - INFO - Epoch 1: train_loss=0.1708
2025-01-23 19:17:00,618 - INFO - Epoch 1: train_loss=0.1354
2025-01-23 19:17:33,966 - INFO - Epoch 1: train_loss=0.0989
2025-01-23 19:18:08,192 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:18:36,328 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:18:59,071 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:19:21,832 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:19:44,495 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:20:07,221 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:20:30,062 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:20:52,690 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:21:15,181 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:21:37,654 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:22:00,155 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:22:23,019 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:22:45,876 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:23:08,656 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:23:31,220 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:23:53,659 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:24:16,216 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:24:38,719 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:25:01,124 - INFO - Epoch 1: train_loss=nan
2025-01-23 19:25:23,532 - INFO - Epoch 1: train_loss=nan
